cod_ibge,uf,qnt_produzida
3300936,RJ,3882.880585
3300951,RJ,1978.40585
3301009,RJ,118530.002545
3301108,RJ,4643.841345
3301207,RJ,4413.065715
3301306,RJ,10563.16716
3301405,RJ,5426.451715
3301504,RJ,5101.9378799999995
3301702,RJ,214066.046435
3301850,RJ,14331.350875
3301876,RJ,6758.36336
3301900,RJ,56292.67104
3302007,RJ,31448.822305
3302205,RJ,24034.29151
3302254,RJ,7441.93828
3302270,RJ,24481.56324
3302403,RJ,61295.112839999994
3302502,RJ,57058.468414999996
3302601,RJ,10580.901414999998
3302700,RJ,38616.45542
3302858,RJ,40769.44004
3302908,RJ,5901.130929999999
3303005,RJ,6249.36721
3303203,RJ,37516.701295
3303302,RJ,119068.479015
3303401,RJ,44143.09415999999
3303500,RJ,190099.23722
3303609,RJ,12228.114295
3303708,RJ,10304.523415
3303856,RJ,6435.461729999999
3303906,RJ,70739.87036
3303955,RJ,5887.542345
3304110,RJ,4664.80001
3304128,RJ,3353.84703
3304144,RJ,35079.507965
3304201,RJ,30688.09186
3304300,RJ,14033.092949999998
3304524,RJ,36741.921635
3304557,RJ,1560513.3317149999
3304706,RJ,9835.602074999999
3304904,RJ,252968.09245499998
3305000,RJ,8459.700265000001
3305109,RJ,109027.66627500001
3305208,RJ,24771.760140000002
3305505,RJ,21174.70047
3305554,RJ,19309.839915
3305752,RJ,8037.53287
3305802,RJ,42797.133299999994
3306008,RJ,18993.61742
3306107,RJ,17780.77863
3306305,RJ,63319.351375
3500105,SP,8096.263195
3500303,SP,8517.279015
3500402,SP,1902.86253
3500709,SP,8655.69833
3500758,SP,1435.0927649999999
3500808,SP,967.553315
3501004,SP,3735.939615
3501152,SP,4353.644445
3501301,SP,5775.83957
3501608,SP,56282.07655
3501707,SP,9568.436675
3501905,SP,16846.390675000002
3502101,SP,13184.382175
3502408,SP,960.8741799999999
3502507,SP,8339.936465
3502804,SP,45881.05115
3502903,SP,8150.617535
3503208,SP,55400.43073
3503307,SP,31493.042785
3503802,SP,12954.527805
3503901,SP,21293.312695
3504008,SP,24359.956919999997
3504107,SP,33482.73407
3504206,SP,3527.50454
3504503,SP,21141.07448
3504602,SP,4148.664095
3504800,SP,2120.970835
3505203,SP,8255.41086
3505302,SP,8320.129375
3505500,SP,28454.49699
3505609,SP,7724.074155
3505708,SP,64420.02676
3505807,SP,4825.55988
3505906,SP,14610.72297
3506003,SP,87912.61739
3506102,SP,17875.20778
3506359,SP,15236.25851
3506508,SP,29041.33961
3506607,SP,7661.428475
3506706,SP,3480.289965
3507001,SP,14581.24265
3507100,SP,6104.7293899999995
3507407,SP,3749.0675699999997
3507506,SP,34482.30117
3507605,SP,39693.86899
3507704,SP,1334.6754250000001
3507753,SP,670.446965
3507803,SP,5897.215575
3507902,SP,5726.091530000001
3508009,SP,4617.81575
3508108,SP,4010.70541
3508405,SP,11776.005949999999
3508504,SP,22053.12188
3508603,SP,7790.865505
3508801,SP,4126.553855
3508900,SP,966.171425
3509007,SP,23962.89386
3509205,SP,18202.71571
3509403,SP,6129.373095
3509502,SP,281729.82965499995
3509601,SP,19900.828204999998
3509700,SP,12140.594595
3509957,SP,1213.2994199999998
3510005,SP,7234.19415
3510153,SP,1235.639975
3510203,SP,10847.37587
3510401,SP,13121.736495
3510500,SP,28834.056109999998
3510609,SP,93363.943125
3511102,SP,28355.00091
3511201,SP,1820.640075
3511300,SP,2176.93738
3511409,SP,4696.353165
3511508,SP,11661.078765
3511706,SP,4039.4947850000003
3512001,SP,4284.089315
3512100,SP,1433.250245
3512209,SP,6561.904665
3512407,SP,5784.59154
3512506,SP,1427.262055
3512803,SP,17195.77853
3513009,SP,59394.09283
3513108,SP,8258.635269999999
3513207,SP,2027.462945
3513405,SP,19091.961925
3513504,SP,30521.574115
3513702,SP,7853.050555
3513801,SP,98931.80825
3514106,SP,6380.64676
3514403,SP,10890.905405
3514502,SP,2860.7426149999997
3514924,SP,861.8387299999999
3514957,SP,563.35049
3515004,SP,64318.68816
3515103,SP,16214.636629999999
3515129,SP,745.75997
3515152,SP,5000.59928
3515186,SP,10273.661205
3515301,SP,638.8938099999999
3515400,SP,3708.53213
3515509,SP,16048.349199999999
3515707,SP,45754.60821499999
3516200,SP,82576.909785
3516309,SP,41312.06218
3516408,SP,36490.64797
3516705,SP,10232.665135
3516853,SP,1114.954915
3517406,SP,9508.094145
3517505,SP,5086.967405
3517703,SP,4927.35911
3518206,SP,7659.5859550000005
3518404,SP,28372.96548
3518602,SP,9409.979955
3518701,SP,74847.07775499999
3518800,SP,323522.09861
3519071,SP,54715.93455
3519303,SP,8252.186450000001
3519600,SP,14083.76225
3520004,SP,5716.648615
3520103,SP,7091.629165
3520400,SP,8336.02111
3520442,SP,6192.24909
3520509,SP,60040.817350000005
3520608,SP,1122.324995
3520806,SP,931.624175
3520905,SP,3492.726975
3521002,SP,8929.542865
3521101,SP,1801.98456
3521150,SP,1279.860455
3521309,SP,3867.91011
3521408,SP,5753.72933
3521804,SP,6364.06408
3521903,SP,3530.959265
3522109,SP,24033.600565
3522208,SP,41358.585810000004
3522307,SP,38487.01839
3522406,SP,21935.430915
3522505,SP,56227.031265
3522604,SP,17430.930145
3522703,SP,10026.99384
3522901,SP,3292.813555
3523107,SP,87308.27083
3523206,SP,11694.93507
3523404,SP,28617.560009999997
3523503,SP,4868.628785
3523602,SP,4286.16215
3523701,SP,1517.084905
3523909,SP,40800.30225
3524006,SP,14816.16395
3524105,SP,9732.881585
3524303,SP,17971.249135000002
3524402,SP,54612.062485
3524501,SP,1686.36643
3524709,SP,13800.705115
3524808,SP,11352.456665
3524907,SP,1572.5908200000001
3525003,SP,29419.056210000002
3525102,SP,10489.466359999999
3525201,SP,7179.609495
3525300,SP,35344.830845
3525706,SP,8684.487705
3525904,SP,98329.53452500001
3526001,SP,4831.548070000001
3526407,SP,6689.9598049999995
3526605,SP,1695.348715
3526704,SP,24245.950995
3526803,SP,16014.492895
3526902,SP,71577.986645
3527108,SP,18189.81807
3527207,SP,20620.562579999998
3527306,SP,11747.677205
3527405,SP,5071.996929999999
3527603,SP,3599.36282
3528007,SP,3975.9278449999997
3528403,SP,10991.322745
3528502,SP,23870.998175
3528858,SP,713.2855549999999
3528908,SP,943.83087
3529005,SP,55793.578435
3529203,SP,6170.369165
3529302,SP,19362.351735
3529401,SP,110948.493375
3529708,SP,5177.4812
3529807,SP,2999.392245
3530102,SP,6873.5208600000005
3530300,SP,13995.78192
3530409,SP,1143.74429
3530508,SP,15908.31768
3530607,SP,104928.51990500001
3530706,SP,35502.13599
3530805,SP,21672.18087
3531100,SP,13488.858605000001
3531209,SP,1884.207015
3531308,SP,11755.047285
3531407,SP,5907.810065
3531506,SP,4359.40232
3531704,SP,1091.462785
3531803,SP,14212.047705
3531902,SP,7738.12337
3532207,SP,1140.05925
3532504,SP,2053.718855
3532801,SP,1649.285715
3533007,SP,5037.219365
3533254,SP,1395.017955
3533403,SP,14214.12054
3533502,SP,9619.105975
3533908,SP,12777.185254999999
3534104,SP,1512.9392349999998
3534302,SP,10290.93483
3534401,SP,161549.38981999998
3534609,SP,7627.57217
3534708,SP,26518.238785
3534906,SP,3299.49269
3535101,SP,3153.242665
3535309,SP,5141.0914299999995
3535408,SP,3672.14236
3535507,SP,10635.946699999999
3536307,SP,3441.136415
3536505,SP,26372.91002
3536703,SP,10945.259745
3537107,SP,11283.592480000001
3537305,SP,14762.73087
3537404,SP,5915.640775000001
3537602,SP,16052.264555
3538006,SP,39587.693775
3538105,SP,4002.41407
3538501,SP,3108.1009249999997
3538709,SP,94492.486625
3538808,SP,6893.32795
3538907,SP,5974.1407850000005
3539103,SP,4480.317695000001
3539202,SP,6442.83181
3539301,SP,17810.25895
3539400,SP,3199.07535
3539509,SP,9311.63545
3539806,SP,27458.384615
3540002,SP,5142.0126900000005
3540200,SP,11911.200855000001
3540606,SP,12367.45487
3540705,SP,13092.947119999999
3540754,SP,5896.754945000001
3540804,SP,4069.20542
3540853,SP,996.573005
3540903,SP,5121.975285
3541000,SP,77490.40301000001
3541208,SP,2980.967045
3541307,SP,10265.60018
3541406,SP,53422.255195
3541505,SP,9131.52912
3541604,SP,9491.511465
3541703,SP,3295.577335
3542107,SP,2101.85469
3542206,SP,6850.259045
3542305,SP,881.415505
3542404,SP,4726.754745
3542602,SP,13004.275845
3542701,SP,1787.70503
3543105,SP,1102.2875900000001
3543303,SP,28844.18997
3543402,SP,165853.51653999998
3543709,SP,2492.92956
3543907,SP,48262.04762
3544004,SP,8345.003395
3544103,SP,11978.452834999998
3544251,SP,3668.687635
3544301,SP,2507.6697200000003
3544509,SP,734.935165
3545001,SP,3998.9593449999998
3545159,SP,1957.21687
3545209,SP,27817.215385
3545308,SP,10660.129775000001
3545605,SP,3601.8962850000003
3545803,SP,44975.45257
3546009,SP,3437.451375
3546108,SP,486.19496499999997
3546256,SP,498.86229
3546306,SP,8084.51713
3546405,SP,11102.795205
3546603,SP,7553.41074
3546702,SP,6414.27275
3546801,SP,13480.106635
3546900,SP,2047.270035
3547205,SP,333.49612
3547304,SP,33412.487995
3547403,SP,570.2599399999999
3547502,SP,6366.136915
3547601,SP,6209.2924
3547700,SP,4803.219325
3547809,SP,166722.495035
3548005,SP,5468.13873
3548302,SP,727.565085
3548500,SP,99954.637165
3548708,SP,195738.73031
3548807,SP,37486.760345
3548906,SP,59171.378225
3549102,SP,21261.529225000002
3549409,SP,12146.122155
3549706,SP,12735.958869999999
3549805,SP,108057.579495
3549904,SP,169813.55265
3549953,SP,3714.290005
3550100,SP,9509.015405
3550308,SP,2855070.41718
3550605,SP,21436.79894
3550704,SP,21105.375655
3550902,SP,3557.4454899999996
3551009,SP,85409.784285
3551405,SP,3521.97698
3551504,SP,10632.72229
3551702,SP,29579.816079999997
3551900,SP,4104.213299999999
3552205,SP,160144.46831999999
3552403,SP,66762.560625
3552502,SP,69876.88005499999
3552601,SP,2892.986715
3552700,SP,3866.297905
3552809,SP,68525.16132
3552908,SP,1467.336865
3553302,SP,5355.975325
3553401,SP,6041.392765
3553609,SP,2980.2761
3553708,SP,13253.937305
3553807,SP,5364.49698
3553906,SP,1752.466835
3553955,SP,3537.868715
3554003,SP,28589.92221
