,cod_ibge,qnt_produzida,uf
813,4125753,72535.872,PR
814,4127403,247896.0,PR
815,4127700,354326.016,PR
816,4127957,110956.7472,PR
817,4101051,25540.8,PR
818,4103057,22536.0,PR
819,4103354,90144.0,PR
820,4103453,122263.8096,PR
821,4104055,82632.0,PR
822,4104600,34555.2,PR
823,4104808,450720.0,PR
824,4105003,90144.0,PR
825,4106308,180288.0,PR
826,4107124,9314.88,PR
827,4109302,108437.2224,PR
828,4109757,25540.8,PR
829,4110052,18028.8,PR
830,4113452,36057.6,PR
831,4116703,165265.5024,PR
832,4123824,19531.2,PR
833,4124020,100660.8,PR
834,4127858,73617.59999999999,PR
835,4105300,91646.4,PR
836,4108304,53503.468799999995,PR
837,4110953,51314.472,PR
838,4115606,69284.6784,PR
839,4115804,76547.28,PR
840,4116059,67532.88,PR
841,4121257,17776.3968,PR
842,4124053,86201.7024,PR
843,4125704,245358.4464,PR
844,4126355,70781.0688,PR
845,4128559,107307.4176,PR
846,4101002,48797.952,PR
847,4102752,29179.6128,PR
848,4104501,102658.992,PR
849,4119004,65010.350399999996,PR
850,4119806,77974.56,PR
851,4120358,80010.31199999999,PR
852,4121406,98557.44,PR
853,4123808,96093.504,PR
854,4102604,17427.84,PR
855,4103024,28395.36,PR
856,4103156,23737.92,PR
857,4106571,26832.863999999998,PR
858,4107207,108917.9904,PR
859,4107405,18749.952,PR
860,4107850,36478.272,PR
861,4108403,126156.52799999999,PR
862,4114351,5252.3904,PR
863,4115408,99221.5008,PR
864,4116950,11718.72,PR
865,4117255,97731.12,PR
866,4119251,11673.648,PR
867,4121604,141961.77599999998,PR
868,4122800,14843.712,PR
869,4123006,77163.264,PR
870,4124400,78845.952,PR
871,4125209,57376.655999999995,PR
872,4128609,101314.344,PR
873,4103222,70342.368,PR
874,4105409,130874.064,PR
875,4106506,161282.63999999998,PR
876,4111209,90895.2,PR
877,4115309,79657.24799999999,PR
878,4118501,156565.104,PR
879,4124806,108067.632,PR
880,4126272,18028.8,PR
881,4126652,29740.007999999998,PR
882,4128708,111928.8,PR
883,4103040,111727.47839999999,PR
884,4113254,12342.216,PR
885,4115739,53697.278399999996,PR
886,4117800,27343.68,PR
887,4119608,265023.36,PR
888,4123857,73317.12,PR
889,4103958,61617.9312,PR
890,4104428,283668.144,PR
891,4104451,84284.64,PR
892,4107546,55889.28,PR
893,4108452,56520.288,PR
894,4108650,116060.4,PR
895,4109401,456729.6,PR
896,4110201,20432.64,PR
897,4113304,111417.984,PR
898,4115457,27734.304,PR
899,4117057,56825.2752,PR
900,4119301,223271.664,PR
901,4120150,52535.9232,PR
902,4120903,126562.17599999999,PR
903,4121752,94921.632,PR
904,4122156,129514.39199999999,PR
905,4127965,91345.92,PR
906,4128658,49218.623999999996,PR
907,4105706,206542.44,PR
908,4106456,92187.264,PR
909,4109658,119320.608,PR
910,4114401,247557.96,PR
911,4117602,170372.16,PR
912,4107736,77010.0192,PR
913,4108957,41015.52,PR
914,4110102,135216.0,PR
915,4110508,161492.976,PR
916,4111407,78260.016,PR
917,4120606,211748.256,PR
918,4127007,228364.8,PR
919,4110706,183893.76,PR
920,4113908,86763.59999999999,PR
921,4121505,135216.0,PR
922,4122008,91946.88,PR
923,4102901,13371.359999999999,PR
924,4106803,15249.359999999999,PR
925,4108502,12710.304,PR
926,4118600,91285.824,PR
927,4118709,82692.09599999999,PR
928,4120309,1682.6879999999999,PR
929,4128203,18930.239999999998,PR
930,4101309,47325.6,PR
